"Vehicle_ID","Vehicle_Type","Road","Speed","Waiting_Time","Traffic_Level","Vehicle_Count","Weather_Condition","Accident_Status","Signal_Delay"
2550,"Bike","Street",28.24,19.02,"High",101,"Sunny","No",25.86
2551,"Bike","Bridge",39.23,27.39,"Low",115,"Sunny","Yes",17.62
2552,"Van","Rural Road",107.07,20.22,"Medium",128,"Cloudy","No",29.35
2553,"Bike","City Road",66.46,15.91,"High",163,"Cloudy","No",57.98
2554,"Car","Rural Road",66.52,2.48,"Medium",183,"Rainy","No",18.8
2555,"Bike","City Road",108.82,22.81,"Medium",24,"Foggy","No",45.16
2556,"Car","Highway",113.72,28.15,"Medium",190,"Cloudy","No",5.94
2557,"Car","City Road",91.56,14.15,"High",171,"Cloudy","No",3.61
2558,"Van","City Road",65.11,6.83,"Low",88,"Foggy","Yes",42.4
2559,"Van","City Road",85.37,7.26,"High",139,"Sunny","No",27.05
2560,"Truck","Rural Road",41.12,14.53,"Medium",15,"Sunny","No",43.08
2561,"Bus","Bridge",65.47,27.28,"Low",85,"Foggy","No",22.8
2562,"Car","Highway",72.55,20.14,"Medium",73,"Cloudy","No",11.67
2563,"Car","Junction",90.98,19.47,"Low",17,"Foggy","No",42.32
2564,"Bus","Street",90.88,18.7,"High",171,"Sunny","No",52.44
2565,"Auto","Street",22.12,10.06,"Low",33,"Sunny","No",25.13
2566,"Car","Bridge",77.11,28.85,"High",164,"Foggy","No",3.83
2567,"Auto","Junction",67.26,4.02,"High",151,"Sunny","No",8.5
2568,"Auto","Main Road",80.99,11.49,"Low",136,"Foggy","No",6.6
2569,"Auto","Highway",26.71,19.06,"Low",15,"Rainy","No",37.98
2570,"Auto","Junction",36.39,2.97,"High",91,"Cloudy","No",55.04
2571,"Truck","City Road",54.26,11.05,"High",31,"Sunny","No",57.48
2572,"Car","Highway",36.96,25.71,"High",148,"Cloudy","No",28.93
2573,"Bus","Rural Road",28.07,23.19,"Low",112,"Cloudy","Yes",34.62
2574,"Truck","City Road",66.24,24.12,"High",133,"Rainy","No",59.09
2575,"Bike","Highway",109.75,25.4,"Medium",178,"Foggy","No",51.22
2576,"Van","Highway",39.78,5.25,"Low",18,"Sunny","No",1.52
2577,"Bike","Highway",44.55,29.07,"Medium",101,"Foggy","No",35.22
2578,"Bus","Main Road",88.03,6.02,"High",92,"Foggy","No",18.16
2579,"Car","Rural Road",51.25,15.58,"Medium",48,"Sunny","No",14.89
2580,"Bus","Expressway",66.11,21.59,"High",146,"Sunny","No",44.9
2581,"Car","Highway",109.16,17.35,"Medium",140,"Foggy","No",8.12
2582,"Car","Rural Road",63.6,24.9,"Low",38,"Cloudy","No",47.58
2583,"Truck","City Road",99.2,11.04,"Low",117,"Rainy","No",1.99
2584,"Bike","Highway",65.44,12.23,"Low",151,"Sunny","No",22.53
2585,"Van","Main Road",56.6,7.93,"High",80,"Sunny","Yes",46.44
2586,"Van","Junction",40.87,19.36,"Low",166,"Foggy","No",46.94
2587,"Car","Street",22.17,1.26,"High",94,"Rainy","No",58.69
2588,"Car","Junction",104.95,16.14,"High",139,"Sunny","No",52.78
2589,"Truck","Highway",99.87,4.31,"Medium",40,"Foggy","No",39.79
2590,"Truck","Main Road",72.41,3.93,"Low",188,"Sunny","No",35.34
2591,"Car","Junction",55.44,22.4,"High",134,"Cloudy","No",48.9
2592,"Bus","Rural Road",58.62,4.69,"High",116,"Cloudy","No",56.66
2593,"Bike","City Road",44.01,28.56,"Medium",65,"Sunny","No",58.79
2594,"Auto","Street",104.18,26.43,"Low",120,"Foggy","No",28.36
2595,"Van","Main Road",49.49,3.4,"Medium",22,"Rainy","No",41.78
2596,"Bike","Junction",77.46,12.23,"High",41,"Rainy","No",24.74
2597,"Auto","Junction",33.15,23.4,"High",174,"Cloudy","No",23.63
2598,"Bike","City Road",112.9,8.65,"Low",169,"Foggy","No",57.92
2599,"Van","Street",27.8,10.65,"High",39,"Sunny","No",59
2600,"Bus","Main Road",22.16,13.08,"High",57,"Sunny","No",23.99
2601,"Auto","Main Road",35.57,23.78,"Low",95,"Rainy","No",3.37
2602,"Bus","Highway",33,1,"High",141,"Sunny","Yes",13.45
2603,"Van","Street",106.06,28.82,"High",13,"Foggy","No",46.78
2604,"Van","Junction",88.3,2.34,"Low",170,"Sunny","Yes",30.21
2605,"Car","Expressway",34.79,5.89,"Medium",104,"Cloudy","No",18.2
2606,"Van","Bridge",49.56,28.59,"Low",123,"Rainy","No",1.75
2607,"Auto","Expressway",57.3,1.54,"High",160,"Rainy","No",14.78
2608,"Truck","Rural Road",94.24,7.29,"Low",108,"Sunny","No",27.62
2609,"Truck","Junction",90,12.11,"Low",83,"Foggy","No",18.4
2610,"Bus","Main Road",85.24,28.49,"High",141,"Foggy","No",12.62
2611,"Van","Junction",87.21,22.9,"Medium",189,"Cloudy","No",19.09
2612,"Bike","Main Road",44.6,4.95,"Low",116,"Foggy","No",52.95
2613,"Bike","Highway",22.56,25.04,"Medium",57,"Cloudy","No",24.54
2614,"Bike","Main Road",116.14,23.6,"Medium",188,"Cloudy","No",51.5
2615,"Car","Junction",112.81,20.93,"Low",93,"Sunny","Yes",40.58
2616,"Bus","Main Road",99.56,26.83,"Medium",84,"Rainy","No",51.07
2617,"Bike","Expressway",77.06,13.97,"Low",120,"Cloudy","No",26.13
2618,"Bus","Rural Road",42.66,10.14,"High",96,"Sunny","No",14.55
2619,"Bus","Main Road",104.13,29.97,"Low",142,"Rainy","Yes",18.71
2620,"Auto","Rural Road",43.24,27.27,"High",134,"Cloudy","No",39.66
2621,"Truck","Junction",37.43,25.11,"Medium",75,"Rainy","No",38.55
2622,"Bus","City Road",82.67,18.7,"High",79,"Rainy","No",13.61
2623,"Bike","Bridge",52.7,11.17,"High",23,"Rainy","Yes",0.25
2624,"Bike","Bridge",22.71,25.55,"Medium",185,"Foggy","No",8.47
2625,"Auto","Junction",59.4,17.52,"High",113,"Rainy","No",7.69
2626,"Auto","Main Road",56.03,25.88,"High",24,"Rainy","No",16.09
2627,"Van","Junction",94.28,23.9,"High",75,"Foggy","No",39.41
2628,"Bus","City Road",54.05,17.28,"Medium",147,"Rainy","No",57.84
2629,"Car","Expressway",31.1,20.6,"High",194,"Rainy","No",18.34
2630,"Auto","Rural Road",59.16,10.37,"Low",167,"Foggy","No",56.33
2631,"Truck","Junction",51.59,15.21,"Medium",130,"Foggy","Yes",32.57
2632,"Auto","Expressway",119.48,2.64,"Medium",194,"Cloudy","No",38.26
2633,"Van","Highway",93.41,17.7,"High",96,"Rainy","No",18.92
2634,"Truck","Bridge",54.95,5.4,"High",23,"Foggy","No",54.17
2635,"Bus","Highway",106.31,20.84,"High",138,"Sunny","No",37.5
2636,"Truck","Main Road",101.28,18.51,"High",26,"Sunny","No",26.07
2637,"Car","Junction",38.27,9.05,"Low",93,"Foggy","No",56.7
2638,"Bike","Bridge",25.42,23.68,"High",133,"Cloudy","No",50.08
2639,"Bus","Rural Road",112.1,12.6,"High",131,"Sunny","No",9.25
2640,"Truck","Junction",25.72,4.61,"Low",119,"Cloudy","Yes",21.81
2641,"Bike","Main Road",64.73,23.82,"Medium",19,"Rainy","Yes",10.98
2642,"Van","Expressway",108.76,14.84,"High",168,"Sunny","No",38.8
2643,"Van","Rural Road",62.37,10.76,"Medium",44,"Sunny","No",5.2
2644,"Bus","Main Road",69.9,4.34,"Medium",170,"Sunny","Yes",21.03
2645,"Bike","Junction",94.96,22.37,"Medium",160,"Rainy","No",9.86
2646,"Car","Bridge",58.44,25.41,"Medium",137,"Sunny","Yes",22.76
2647,"Auto","Expressway",100.95,4.85,"High",61,"Cloudy","No",48.9
2648,"Van","Rural Road",46.05,17.13,"Medium",190,"Sunny","No",56.79
2649,"Bus","Main Road",42.41,24.74,"Medium",184,"Cloudy","No",45.61
2650,"Van","Main Road",54.61,7.71,"Low",32,"Rainy","No",49
2651,"Bike","Junction",100.64,27.04,"High",117,"Rainy","No",29.23
2652,"Bus","Junction",40.58,22.82,"Low",150,"Cloudy","No",26.79
2653,"Bus","Junction",37.13,10.41,"Medium",58,"Cloudy","No",49.21
2654,"Car","Bridge",52.24,10.87,"High",128,"Cloudy","No",38.01
2655,"Car","Bridge",99.91,2.64,"High",164,"Sunny","No",15.21
2656,"Truck","Street",88.4,13.69,"Low",198,"Sunny","No",41.7
2657,"Bike","Rural Road",49.79,18.97,"High",168,"Sunny","No",18.8
2658,"Truck","Main Road",41,8.48,"High",58,"Rainy","No",51.74
2659,"Bus","Street",41.57,18.3,"Medium",197,"Rainy","No",12.11
2660,"Van","Junction",109.02,27.6,"Low",20,"Sunny","No",48.47
2661,"Bike","Expressway",105.52,2.74,"Medium",25,"Rainy","No",15.54
2662,"Truck","Bridge",51.39,27.81,"High",101,"Rainy","No",22.92
2663,"Car","Expressway",88.09,22.02,"Low",113,"Sunny","No",49.68
2664,"Truck","Rural Road",23.29,25.08,"Low",136,"Rainy","No",46.88
2665,"Van","Expressway",31.16,1.61,"High",117,"Foggy","No",47.17
2666,"Bike","Expressway",65.21,8.97,"Low",172,"Cloudy","Yes",57.54
2667,"Car","Street",100.79,7.43,"High",155,"Foggy","No",21.42
2668,"Truck","Expressway",89.05,5.8,"High",87,"Rainy","Yes",27.12
2669,"Bus","Main Road",59.46,28.56,"High",55,"Cloudy","No",31.47
2670,"Bus","City Road",100.37,6.66,"High",17,"Rainy","No",44.74
2671,"Bike","Highway",91.51,23.7,"High",61,"Foggy","No",58.82
2672,"Auto","Street",24.64,28.4,"Low",192,"Foggy","No",11.26
2673,"Auto","City Road",87.62,16.74,"Medium",29,"Cloudy","No",16.55
2674,"Van","Highway",55.07,18.49,"High",114,"Rainy","No",44.84
2675,"Auto","City Road",36.6,1.07,"Low",56,"Rainy","No",40.57
2676,"Auto","Street",108.62,23.61,"High",52,"Foggy","No",35.6
2677,"Bike","Highway",65.43,16.47,"High",12,"Cloudy","Yes",49.1
2678,"Bike","City Road",100.64,21.12,"High",102,"Rainy","No",27.23
2679,"Auto","Expressway",69.06,5.14,"Low",176,"Sunny","No",11.57
2680,"Bike","Bridge",95.84,22.36,"High",67,"Cloudy","No",25.64
2681,"Car","Junction",53.21,15.98,"High",62,"Sunny","No",29.33
2682,"Car","Rural Road",51.19,16.19,"High",98,"Rainy","No",26.49
2683,"Bus","Street",22.31,16.97,"Low",27,"Rainy","No",41.79
2684,"Bike","City Road",42.89,11.8,"Medium",148,"Cloudy","No",9.07
2685,"Van","City Road",50.58,20.59,"Low",13,"Cloudy","No",3.82
2686,"Bus","Rural Road",73.9,8.59,"Medium",37,"Foggy","No",42.83
2687,"Bike","Junction",88.8,12.04,"Medium",114,"Sunny","No",41.48
2688,"Van","City Road",89.88,26,"High",106,"Foggy","No",33.42
2689,"Auto","Main Road",103.3,13.74,"Low",12,"Rainy","No",55.32
2690,"Auto","Street",56.2,28.47,"High",110,"Cloudy","Yes",23.81
2691,"Truck","Junction",107.39,10.08,"Low",100,"Rainy","No",12.22
2692,"Bus","Highway",64.74,9.41,"High",136,"Foggy","No",27.52
2693,"Bus","Rural Road",96.23,16.95,"Low",79,"Foggy","No",34.02
2694,"Auto","Rural Road",102.46,9.41,"Medium",119,"Rainy","No",18.99
2695,"Car","Bridge",62.01,8.46,"High",195,"Rainy","No",39.81
2696,"Bus","City Road",97.05,15.5,"Low",160,"Rainy","No",50.49
2697,"Bus","Street",56.48,22.1,"Low",173,"Sunny","Yes",56.72
2698,"Truck","Street",62.66,13.57,"Low",109,"Rainy","No",16.88
2699,"Car","Street",48.07,5.92,"High",42,"Cloudy","No",44.68
2700,"Van","Rural Road",44.07,8.97,"High",150,"Foggy","No",42.15
2701,"Auto","Highway",102.61,3.76,"Low",149,"Cloudy","Yes",52.75
2702,"Bus","City Road",98.83,15.7,"Low",44,"Rainy","No",15.61
2703,"Auto","Main Road",47.31,14.5,"High",125,"Sunny","No",46.88
2704,"Bus","Highway",70,27.89,"Medium",67,"Cloudy","No",40.41
2705,"Van","Junction",78.06,10.39,"High",17,"Sunny","No",56.2
2706,"Bike","Junction",60.98,19.18,"Low",168,"Cloudy","No",7.77
2707,"Truck","Rural Road",102.34,20.53,"High",132,"Sunny","No",16.39
2708,"Auto","Main Road",93.7,22.42,"Medium",106,"Foggy","No",0.28
2709,"Bike","Main Road",84.02,2.83,"High",53,"Rainy","Yes",59.65
2710,"Bus","Street",66.41,2.71,"High",54,"Cloudy","No",45.1
2711,"Car","Rural Road",77.41,18.49,"High",73,"Rainy","No",53.19
2712,"Van","Rural Road",116.31,25.14,"Medium",152,"Foggy","No",10.25
2713,"Van","Expressway",53.73,25.25,"Low",169,"Foggy","Yes",21.6
2714,"Van","Expressway",30.22,9.29,"Low",10,"Rainy","No",35.89
2715,"Truck","Rural Road",32.18,6.39,"Low",97,"Foggy","Yes",46.66
2716,"Bike","Bridge",28.62,15.59,"High",60,"Rainy","No",49.63
2717,"Bus","Street",59.1,23.66,"Low",173,"Rainy","No",44.16
2718,"Truck","City Road",29.37,16.18,"Low",141,"Cloudy","No",16.7
2719,"Auto","Highway",39.59,24.08,"Low",187,"Rainy","No",20.29
2720,"Car","Rural Road",116.71,4.33,"High",165,"Sunny","Yes",3.24
2721,"Bike","City Road",75.54,21.95,"High",116,"Rainy","No",45.65
2722,"Bus","Rural Road",50.86,4.68,"Low",83,"Sunny","Yes",42.14
2723,"Van","Bridge",71.26,4.94,"High",157,"Sunny","No",11.37
2724,"Truck","Expressway",82.98,8.88,"Low",85,"Sunny","No",25.13
2725,"Bus","Junction",56.82,11.93,"High",87,"Rainy","Yes",42.25
2726,"Bus","Junction",29.18,10.75,"Low",17,"Foggy","No",47.8
2727,"Car","Street",91.9,19.19,"Low",159,"Rainy","Yes",21
2728,"Bus","Street",45.08,28.48,"Medium",176,"Rainy","No",5.55
2729,"Van","Street",112.71,3.18,"High",124,"Sunny","No",46.81
2730,"Auto","Rural Road",80.07,17.64,"Medium",51,"Sunny","No",19.46
2731,"Van","Junction",72.21,6.76,"High",125,"Rainy","No",42.85
2732,"Van","Street",98.71,12.92,"Medium",27,"Sunny","No",15.22
2733,"Truck","City Road",90.58,20.89,"High",84,"Rainy","Yes",13.11
2734,"Auto","Highway",113.59,21.19,"Medium",25,"Cloudy","No",55.2
2735,"Car","Expressway",35.24,25.9,"Medium",150,"Cloudy","No",5.88
2736,"Car","Rural Road",53.76,4.58,"Medium",179,"Cloudy","No",18.95
2737,"Bus","Expressway",66.02,19.22,"Low",120,"Cloudy","No",6.67
2738,"Van","City Road",74.66,13.43,"High",192,"Sunny","No",50.98
2739,"Van","Rural Road",71.24,9.98,"High",37,"Cloudy","No",47.41
2740,"Van","Expressway",101.1,16.2,"Medium",148,"Cloudy","No",24.82
2741,"Auto","Bridge",87.67,8.62,"Low",28,"Cloudy","No",26.26
2742,"Bike","City Road",30.34,5.03,"Low",100,"Rainy","No",30.06
2743,"Bus","Street",84.97,29.21,"High",129,"Foggy","No",50.22
2744,"Bike","Expressway",63.72,20.33,"Low",162,"Rainy","No",43.04
2745,"Bike","City Road",76.9,11.64,"Low",132,"Foggy","No",20.21
2746,"Bike","Main Road",68.01,2.73,"Medium",128,"Foggy","No",41.71
2747,"Car","Main Road",85.23,22.91,"Medium",92,"Cloudy","No",50.27
2748,"Truck","Expressway",119.11,11.59,"Low",92,"Rainy","No",6
2749,"Bus","Rural Road",38.77,4.75,"High",25,"Cloudy","No",28.51
2750,"Bike","Bridge",62.3,15.41,"Medium",12,"Cloudy","No",23.89
2751,"Car","Expressway",77.57,5.56,"Low",122,"Sunny","Yes",36.5
2752,"Truck","City Road",80.03,23.53,"High",20,"Sunny","Yes",41.6
2753,"Bus","Highway",25.18,10.99,"Low",165,"Sunny","No",11.28
2754,"Van","Bridge",98.1,25.61,"Low",98,"Sunny","No",22.57
2755,"Auto","City Road",101.86,19.56,"Low",18,"Sunny","No",6.05
2756,"Bus","Main Road",41.36,21.67,"Medium",64,"Sunny","Yes",4.21
2757,"Bus","Expressway",95.3,24.38,"Medium",186,"Rainy","No",58.3
2758,"Auto","Junction",85.5,27.21,"Medium",162,"Foggy","No",30.83
2759,"Bike","Junction",68.03,15.6,"Low",108,"Sunny","No",53.32
2760,"Auto","Main Road",71.87,20.32,"Low",108,"Rainy","No",25.8
2761,"Truck","Highway",115.43,20.76,"High",189,"Cloudy","No",54.4
2762,"Bike","Main Road",33.37,26.62,"Medium",185,"Sunny","No",9.41
2763,"Auto","Main Road",49.18,14.36,"High",61,"Sunny","No",8.47
2764,"Truck","Rural Road",60.25,21.66,"High",122,"Foggy","No",23.98
2765,"Truck","Expressway",109.84,19.4,"Medium",12,"Rainy","No",14.36
2766,"Bus","Street",98.33,4.88,"High",138,"Rainy","No",30.5
2767,"Bike","Rural Road",95.84,3.17,"Low",134,"Foggy","No",2.75
2768,"Bus","Bridge",89.3,22.92,"High",53,"Sunny","No",14.41
2769,"Bike","Main Road",118.57,16.15,"High",68,"Sunny","No",54.27
2770,"Car","Rural Road",100.73,1.52,"Low",17,"Foggy","No",3.68
2771,"Truck","Main Road",109.78,13.13,"Low",28,"Foggy","No",31.81
2772,"Bus","Junction",55.76,26.58,"Low",163,"Foggy","Yes",10.85
2773,"Truck","Expressway",97.68,13.38,"Medium",53,"Foggy","No",14.08
2774,"Bike","Rural Road",32.64,14.68,"Medium",16,"Sunny","No",54.99
2775,"Bike","Junction",92,8.75,"Low",91,"Sunny","Yes",48.52
2776,"Bus","Main Road",96.99,16.58,"Low",181,"Foggy","No",52.8
2777,"Van","Bridge",90.33,28.78,"Medium",79,"Foggy","No",14.05
2778,"Van","Street",23.38,6.27,"High",166,"Foggy","No",14.2
2779,"Auto","Expressway",100.61,6.82,"Medium",74,"Cloudy","No",40.8
2780,"Bus","Bridge",37.86,27.87,"Low",171,"Rainy","No",3.9
2781,"Bike","Expressway",97.74,12.3,"Low",15,"Sunny","No",8.6
2782,"Auto","Highway",45.58,28.54,"Low",49,"Sunny","No",27.08
2783,"Van","Rural Road",108.5,6.84,"High",175,"Rainy","Yes",33.15
2784,"Truck","City Road",117.29,14.12,"High",145,"Rainy","No",57.36
2785,"Bus","Junction",64.42,12.36,"High",153,"Sunny","No",55.96
2786,"Auto","Highway",106.29,29.06,"Medium",77,"Rainy","No",4.85
2787,"Auto","Bridge",116.16,20.77,"High",57,"Cloudy","No",3.95
2788,"Truck","City Road",61.73,19.71,"Low",177,"Sunny","No",19.82
2789,"Car","City Road",68.98,1.38,"Low",89,"Rainy","No",45.77
2790,"Auto","Expressway",118.23,17.27,"Low",26,"Foggy","No",36.42
2791,"Bike","Bridge",29.58,13.39,"Low",20,"Rainy","No",58.58
2792,"Van","Expressway",29.05,29.82,"High",111,"Foggy","No",49.33
2793,"Truck","City Road",109.89,12.15,"Medium",159,"Rainy","No",52.46
2794,"Truck","Rural Road",56.45,4.06,"Medium",31,"Cloudy","No",7.71
2795,"Auto","Expressway",27.74,4.66,"Low",101,"Sunny","No",48.2
2796,"Bus","Junction",20.51,16.32,"Medium",174,"Cloudy","No",6.93
2797,"Van","Junction",71.53,13.62,"Medium",32,"Cloudy","No",12.06
2798,"Car","Rural Road",37.09,1.84,"Medium",147,"Cloudy","No",22.13
2799,"Van","Highway",39.81,18.56,"Low",174,"Cloudy","No",14.36
2800,"Auto","Expressway",70.83,7.47,"Medium",106,"Cloudy","No",12.27
2801,"Truck","Junction",110.45,18.44,"Medium",143,"Cloudy","No",51.72
2802,"Auto","Junction",52.27,4.95,"Medium",42,"Rainy","No",2.94
2803,"Truck","Highway",94.7,9.91,"Low",60,"Cloudy","No",52.79
2804,"Truck","City Road",72.96,13.38,"Medium",42,"Foggy","No",19.97
2805,"Bus","Highway",44.74,29.7,"Medium",117,"Foggy","No",15.38
2806,"Van","Bridge",33.26,3.15,"Medium",101,"Rainy","Yes",48.19
2807,"Bike","Bridge",105.68,11.77,"Medium",82,"Sunny","Yes",20.44
2808,"Van","Street",86.8,3.05,"Medium",70,"Cloudy","Yes",16.26
2809,"Car","Highway",78.63,2.59,"Low",14,"Cloudy","No",45.14
2810,"Van","Bridge",74.25,23.7,"High",69,"Cloudy","No",45.27
2811,"Bus","City Road",95.73,9.43,"High",28,"Rainy","Yes",13.31
2812,"Bike","Expressway",85.1,7.15,"Low",150,"Sunny","Yes",37.1
2813,"Bike","City Road",101.9,25.11,"Low",77,"Foggy","No",59.24
2814,"Bus","Street",60.39,15.73,"High",14,"Cloudy","No",20.36
2815,"Truck","Bridge",50.6,7.55,"Medium",54,"Sunny","No",17.91
2816,"Bike","Junction",97.49,18.54,"Low",135,"Foggy","No",40.44
2817,"Auto","Highway",80.54,14.72,"Medium",113,"Rainy","No",18.25
2818,"Truck","Bridge",99.02,10.27,"Medium",144,"Foggy","No",51.43
2819,"Van","Rural Road",20.58,11.01,"High",144,"Cloudy","No",16.19
2820,"Van","Highway",98.01,4.07,"High",184,"Foggy","No",12.62
2821,"Van","Highway",56.27,8.15,"Medium",150,"Rainy","No",20.68
2822,"Van","City Road",63.22,6.93,"High",38,"Cloudy","No",14.48
2823,"Van","Bridge",100.13,27.29,"Low",17,"Cloudy","No",52.61
2824,"Bike","Bridge",66.5,3.2,"High",177,"Cloudy","No",10.09
2825,"Bike","City Road",104.59,1.93,"High",133,"Rainy","No",58.8
2826,"Auto","Highway",30.93,25.49,"Medium",128,"Rainy","Yes",5.81
2827,"Truck","Junction",92.39,15.26,"Medium",141,"Foggy","Yes",31.86
2828,"Auto","Main Road",65.72,25.79,"High",103,"Cloudy","No",36.59
2829,"Auto","Rural Road",79.75,13.53,"High",94,"Foggy","No",2.19
2830,"Bus","City Road",109.87,4.45,"High",40,"Foggy","No",40.85
2831,"Bus","Street",97.29,27.8,"Medium",63,"Sunny","No",48.11
2832,"Bike","Main Road",77.11,1.16,"High",147,"Rainy","No",54.76
2833,"Truck","Street",37.67,14.81,"Low",129,"Sunny","No",56.09
2834,"Van","Expressway",94.12,5.83,"High",75,"Rainy","No",20.26
2835,"Car","Street",45,25.64,"High",146,"Foggy","No",53.06
2836,"Bus","Highway",70.72,4.46,"Low",134,"Sunny","No",51.96
2837,"Truck","Rural Road",38.07,18.21,"Medium",28,"Sunny","No",7.69
2838,"Auto","Junction",57.79,15.28,"Low",91,"Sunny","No",47.53
2839,"Bus","Rural Road",83.75,6.84,"Medium",106,"Cloudy","No",10.61
2840,"Van","Expressway",75.64,19.56,"High",145,"Rainy","No",28.04
2841,"Car","Rural Road",72.5,19.79,"High",67,"Foggy","No",21.8
2842,"Auto","Rural Road",67.73,28.3,"High",116,"Cloudy","No",56.51
2843,"Van","Highway",85.32,4.91,"High",77,"Foggy","No",14.77
2844,"Truck","City Road",36.59,18.28,"Low",163,"Cloudy","No",55.34
2845,"Auto","Main Road",85.21,4.41,"Medium",98,"Cloudy","No",7.44
2846,"Bus","City Road",65.3,2.66,"High",145,"Rainy","No",32.64
2847,"Bus","Main Road",107.72,26.74,"Medium",140,"Sunny","No",16.48
2848,"Bike","Highway",34.04,19.26,"High",45,"Rainy","No",49.13
2849,"Auto","Main Road",115.92,17.93,"Low",179,"Sunny","No",13.13
2850,"Car","Highway",22.08,4.71,"High",34,"Rainy","No",3.71
2851,"Auto","Junction",29.52,2.64,"High",60,"Foggy","No",0.71
2852,"Truck","Bridge",106.58,18.02,"Medium",75,"Rainy","Yes",54.75
2853,"Car","Bridge",86.81,8.84,"Low",129,"Cloudy","No",16.2
2854,"Bike","Junction",111.79,16.93,"High",49,"Sunny","No",1.81
2855,"Car","Junction",47.16,22.13,"High",52,"Rainy","Yes",48.57
2856,"Car","Junction",113.96,7.32,"Low",186,"Sunny","Yes",44.03
2857,"Van","City Road",112.08,18.68,"Medium",57,"Sunny","No",30.48
2858,"Bus","Highway",36.6,17.28,"Low",96,"Sunny","No",1.75
2859,"Van","Highway",95.78,10.52,"High",71,"Cloudy","No",3.56
2860,"Truck","Rural Road",82.12,23.22,"Low",83,"Cloudy","No",17.27
2861,"Truck","Bridge",108.33,5.99,"Medium",171,"Cloudy","No",52.67
2862,"Bike","Expressway",60.64,24.91,"Low",181,"Rainy","No",4.28
2863,"Van","City Road",30.82,12.44,"High",12,"Foggy","No",1.61
2864,"Truck","Expressway",70.37,25.69,"High",35,"Cloudy","No",46.13
2865,"Bike","Junction",73.28,24.71,"Low",64,"Rainy","No",14.29
2866,"Car","Rural Road",61.55,8.56,"Medium",188,"Foggy","No",33.94
2867,"Truck","Street",114.66,9.28,"Low",87,"Foggy","No",49.21
2868,"Auto","City Road",106.55,1.49,"Medium",29,"Foggy","No",18.94
2869,"Truck","Expressway",39.34,25.12,"Low",170,"Foggy","No",0.15
2870,"Bus","Rural Road",92.23,24.04,"Low",104,"Cloudy","No",26.24
2871,"Bus","Rural Road",35.98,22.55,"Medium",119,"Cloudy","No",44.43
2872,"Bus","Rural Road",45.22,15.07,"Medium",152,"Foggy","No",39.17
2873,"Auto","Bridge",64.3,12.53,"High",165,"Sunny","No",47.45
2874,"Auto","Main Road",114.97,19.69,"Medium",103,"Cloudy","No",15.23
2875,"Car","Junction",45.2,2,"Medium",72,"Rainy","No",48.72
2876,"Truck","Expressway",40.45,6.88,"Low",177,"Foggy","No",31.39
2877,"Van","Junction",99.76,6.93,"High",75,"Sunny","No",22.22
2878,"Van","Rural Road",31.29,15.86,"Medium",119,"Cloudy","No",20.49
2879,"Auto","Junction",53.65,22.55,"Low",107,"Cloudy","No",32.25
2880,"Bus","Street",27.84,11.81,"High",69,"Rainy","No",44.41
2881,"Truck","Rural Road",61.74,28.99,"High",33,"Foggy","No",27.39
2882,"Car","City Road",81.67,10.53,"Medium",40,"Rainy","No",0.61
2883,"Bike","Junction",28.87,24.12,"Medium",20,"Rainy","No",26.69
2884,"Van","Bridge",49.99,26.79,"Medium",167,"Cloudy","No",58.76
2885,"Auto","Junction",83.83,5.69,"Low",50,"Cloudy","No",54.73
2886,"Bike","Expressway",47.53,11.99,"High",59,"Cloudy","No",21.51
2887,"Car","Bridge",94.99,18.2,"Low",60,"Cloudy","No",55.14
2888,"Car","Bridge",23.15,6.04,"High",185,"Cloudy","Yes",7.55
2889,"Bus","City Road",29.96,11.09,"Low",99,"Cloudy","No",52.94
2890,"Bus","Bridge",40.57,11.24,"Low",120,"Rainy","Yes",29
2891,"Bike","Junction",112.64,9.32,"High",61,"Rainy","No",6.51
2892,"Truck","Expressway",65.89,4.71,"Low",79,"Cloudy","No",49.74
2893,"Auto","Junction",37.65,4.95,"Medium",25,"Foggy","No",4.69
2894,"Bus","Junction",26.02,21.78,"Medium",48,"Cloudy","No",42.37
2895,"Bike","Main Road",87.57,7.43,"Medium",192,"Cloudy","No",25.04
2896,"Bike","Junction",30.14,13.58,"Medium",37,"Cloudy","No",10.66
2897,"Truck","Bridge",76.89,24.2,"Medium",55,"Cloudy","No",27.47
2898,"Bus","Rural Road",28.96,27.36,"High",64,"Foggy","No",25.73
2899,"Bike","Rural Road",39.09,29.13,"Medium",25,"Sunny","No",56.68
2900,"Van","Main Road",87.43,21.6,"Medium",172,"Sunny","No",37.91
2901,"Van","Expressway",49.04,22.46,"Medium",69,"Rainy","No",34.79
2902,"Truck","Main Road",95.67,4.4,"High",18,"Foggy","No",41.68
2903,"Auto","Expressway",102.87,4.48,"High",173,"Rainy","No",47.06
2904,"Truck","City Road",29.23,4.06,"Low",78,"Sunny","No",7.84
2905,"Auto","Expressway",67.37,7.95,"Medium",53,"Cloudy","No",54.77
2906,"Bike","Expressway",91.86,6.27,"Low",77,"Cloudy","No",21.02
2907,"Bus","Bridge",63.55,29.49,"Medium",74,"Sunny","No",3.5
2908,"Auto","City Road",32.39,5.69,"Medium",187,"Sunny","No",10.25
2909,"Truck","Highway",102.35,10.34,"Low",78,"Foggy","No",34.58
